variable,source,meanvals,medianval,stdevvals,min_q,max_q,country,age_distrib,intervention
incremental_cost_0to1y,mcmarcel,3254752.5,3289907,130404.6,3013027.9,3363690.3,MWI,KEN,monocl_Ab
incremental_cost_0to1y,own,2838602.6,2954132.5,437962.2,2017893.8,3221396.9,MWI,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2253.7,1681.3,1997.5,483.9,4458.8,MWI,KEN,monocl_Ab
net_cost/DALY_averted,own,417.8,314.3,354.4,89.2,833.1,MWI,KEN,monocl_Ab
rsv_cases,mcmarcel,175375.6,175377,44.8,175300,175431,MWI,KEN,monocl_Ab
rsv_cases,own,178770.2,178787.5,447.5,178003.9,179316,MWI,KEN,monocl_Ab
rsv_deaths,mcmarcel,340.3,272,257,80,662.1,MWI,KEN,monocl_Ab
rsv_deaths,own,471.9,376,357.4,113,922.1,MWI,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,39.1,30,32.6,8,77,MWI,KEN,monocl_Ab
rsv_deaths_averted,own,178.8,140,141.7,41,355,MWI,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,10121.6,7922,7885.3,2396.8,19545.5,MWI,KEN,monocl_Ab
total_DALY_0to1y,own,24689.1,19580.5,18917.6,5969.9,48435.7,MWI,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,2544.9,1937,2099.7,563,4965.8,MWI,KEN,monocl_Ab
total_DALY_0to1y_averted,own,11532.8,9081.5,9064.2,2705.8,22776,MWI,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,696157.2,547026.5,559339.7,167285.4,1322680.9,MWI,KEN,monocl_Ab
total_medical_cost_0to1y,own,1357803.6,1083052.5,1041553.1,341059,2571416.1,MWI,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,154792.4,119638,130404.6,34937.1,300590.3,MWI,KEN,monocl_Ab
total_medical_cost_averted,own,570942.3,455412,437962.2,143411.8,1081253.4,MWI,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,453691.9,330669.5,418377.7,78777.7,931718.3,MLI,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,884886.9,652396,786845,159933.8,1807206.7,MLI,KEN,monocl_Ab
hosp_cases,mcmarcel,16730.1,13951.5,11082.4,4727.8,30912.9,MLI,KEN,monocl_Ab
hosp_cases,own,17107.6,14252,11331,4839.9,31593.7,MLI,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,1467.2,1176.5,1068.2,367,2816.2,MLI,KEN,monocl_Ab
hosp_cases_averted,own,5419.6,4515,3589.6,1533,10008.6,MLI,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,3823048.5,3862770,166426.7,3510454.7,3972935.9,MLI,KEN,monocl_Ab
incremental_cost_0to1y,own,3211682.3,3341739,550915.5,2184440.7,3739982.7,MLI,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2424.3,1812.7,2167.4,508.9,4803.8,MLI,KEN,monocl_Ab
net_cost/DALY_averted,own,441.2,328.4,388.4,80.8,890.3,MLI,KEN,monocl_Ab
rsv_cases,mcmarcel,190130.8,190134,111.2,189944,190268,MLI,KEN,monocl_Ab
rsv_cases,own,194425.6,194445,694.9,193259,195283,MLI,KEN,monocl_Ab
rsv_deaths,mcmarcel,369.3,295,278.8,87,718.1,MLI,KEN,monocl_Ab
rsv_deaths,own,513.6,409,389,123,1004.1,MLI,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,45.6,35,37.9,10,89,MLI,KEN,monocl_Ab
rsv_deaths_averted,own,208.5,164,165.2,48,414,MLI,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,10375.4,8128,8073.6,2461.8,20014.6,MLI,KEN,monocl_Ab
total_DALY_0to1y,own,25315.1,20086,19385.8,6131.8,49627.3,MLI,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,2790.8,2125,2299.8,618,5444.5,MLI,KEN,monocl_Ab
total_DALY_0to1y_averted,own,12650.9,9964.5,9937.6,2971.8,24985.6,MLI,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,954218,790405,661218,269144.7,1730800.8,MLI,KEN,monocl_Ab
total_medical_cost_0to1y,own,1863124.2,1574068.5,1224428.3,551709.3,3349213.8,MLI,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,226922.1,187200.5,166426.7,58427.9,411415.1,MLI,KEN,monocl_Ab
total_medical_cost_averted,own,838288.3,708231.5,550915.5,248234,1506934.7,MLI,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,136313.8,99850,122249.5,23951.7,280217.5,MRT,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,265836.7,199767,231548.1,49216.4,544186.1,MRT,KEN,monocl_Ab
hosp_cases,mcmarcel,3131.6,2611,2074.5,885,5781.8,MRT,KEN,monocl_Ab
hosp_cases,own,3201.1,2668,2120.3,905,5910.1,MRT,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,295.4,237,215.2,74,567,MRT,KEN,monocl_Ab
hosp_cases_averted,own,1091.6,910,723.1,309,2016,MRT,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,766984.3,782295,56120.3,659491.1,819316.8,MRT,KEN,monocl_Ab
incremental_cost_0to1y,own,553217.9,599584,195523.5,177598.4,738999.8,MRT,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2322,1721,2106.8,472.9,4624.2,MRT,KEN,monocl_Ab
net_cost/DALY_averted,own,371.4,266.1,365.1,39.6,787.3,MRT,KEN,monocl_Ab
rsv_cases,mcmarcel,35589.7,35590,7.4,35577,35599,MRT,KEN,monocl_Ab
rsv_cases,own,36380.4,36384,106.5,36200,36511,MRT,KEN,monocl_Ab
rsv_deaths,mcmarcel,69.1,55,52.2,16,134.1,MRT,KEN,monocl_Ab
rsv_deaths,own,96.1,77,72.8,23,188,MRT,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,9.2,7,7.6,2,18,MRT,KEN,monocl_Ab
rsv_deaths_averted,own,42,33,33.3,10,83,MRT,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,2036.3,1594.5,1585.9,482.9,3931.2,MRT,KEN,monocl_Ab
total_DALY_0to1y,own,4967.5,3941.5,3805.7,1201,9742.8,MRT,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,589.4,449,486.1,130,1150.1,MRT,KEN,monocl_Ab
total_DALY_0to1y_averted,own,2671.2,2104,2099.1,627,5275.1,MRT,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,308538,254604,211064.4,85476.1,569657.7,MRT,KEN,monocl_Ab
total_medical_cost_0to1y,own,604084.9,508372.5,403611.3,175299.1,1095274.3,MRT,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,78873.6,63563,56120.3,20718.3,147137.4,MRT,KEN,monocl_Ab
total_medical_cost_averted,own,292640,246274,195523.5,84921.1,530589.3,MRT,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,397136.3,292837,358919.7,71015.2,826573,MOZ,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,775623.3,577166.5,681369,147793.5,1579294.1,MOZ,KEN,monocl_Ab
hosp_cases,mcmarcel,25333,21122,16781.2,7157.9,46791.9,MOZ,KEN,monocl_Ab
hosp_cases,own,25895,21579,17151.5,7324.8,47816.5,MOZ,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,2389.5,1916.5,1740.1,598,4587.1,MOZ,KEN,monocl_Ab
hosp_cases_averted,own,8827.4,7356,5846.8,2496.9,16300.5,MOZ,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,6229691.2,6287715.5,229627.9,5808105.1,6433139.8,MOZ,KEN,monocl_Ab
incremental_cost_0to1y,own,5408718.4,5611962,800270.9,3949852.2,6137969.7,MOZ,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2417.6,1803.5,2148.2,520,4782.8,MOZ,KEN,monocl_Ab
net_cost/DALY_averted,own,449.2,335,386.2,93.3,905.1,MOZ,KEN,monocl_Ab
rsv_cases,mcmarcel,287899,287902,116,287704,288042,MOZ,KEN,monocl_Ab
rsv_cases,own,294292.6,294319.5,950.7,292688,295464.3,MOZ,KEN,monocl_Ab
rsv_deaths,mcmarcel,559.1,447,422.1,132,1087.2,MOZ,KEN,monocl_Ab
rsv_deaths,own,777.4,620,588.8,186,1520,MOZ,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,74.3,56,61.8,16,146,MOZ,KEN,monocl_Ab
rsv_deaths_averted,own,339.6,267,269.1,78,674,MOZ,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,15687.2,12286,12208.9,3723.7,30268.5,MOZ,KEN,monocl_Ab
total_DALY_0to1y,own,38273.1,30369.5,29308.9,9268.8,75041.2,MOZ,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,4540.8,3457,3742.7,1005.9,8862.2,MOZ,KEN,monocl_Ab
total_DALY_0to1y_averted,own,20581.7,16213,16167.5,4835.7,40638,MOZ,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,1183760.1,963595.5,865747.8,308695.6,2182677.3,MOZ,KEN,monocl_Ab
total_medical_cost_0to1y,own,2319314.1,1899623.5,1652528,623284.8,4249709.4,MOZ,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,302203.1,244178.5,229627.9,73888.3,566876.5,MOZ,KEN,monocl_Ab
total_medical_cost_averted,own,1123175.8,919932,800270.9,301838.8,2058009.7,MOZ,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,266557.4,197535.5,238513.4,45684,549481.3,NER,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,519628.8,388830,452161.3,91621.9,1056073.2,NER,KEN,monocl_Ab
hosp_cases,mcmarcel,22429.3,18702.5,14857.7,6337.8,41438.1,NER,KEN,monocl_Ab
hosp_cases,own,22897.2,19079,15165.7,6477.8,42278.6,NER,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,2110.8,1692.5,1536.9,529,4051.2,NER,KEN,monocl_Ab
hosp_cases_averted,own,7789.1,6490,5159,2203.9,14381.9,NER,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,5561871.7,5619388,215289,5177606.6,5734621.4,NER,KEN,monocl_Ab
incremental_cost_0to1y,own,4908712.1,5099815.5,724807.9,3660858.8,5520678.8,NER,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2379.8,1779.9,2108,514.5,4719.2,NER,KEN,monocl_Ab
net_cost/DALY_averted,own,447.1,336.9,379.5,94.2,898.9,NER,KEN,monocl_Ab
rsv_cases,mcmarcel,254900.2,254903,129.8,254683,255062,NER,KEN,monocl_Ab
rsv_cases,own,260223.4,260243,887.2,258738,261325.1,NER,KEN,monocl_Ab
rsv_deaths,mcmarcel,495,396,373.8,117,962.2,NER,KEN,monocl_Ab
rsv_deaths,own,686.9,548,520.2,164,1343,NER,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,65.6,50,54.6,14,129,NER,KEN,monocl_Ab
rsv_deaths_averted,own,299.6,235,237.4,68,594,NER,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,14215.6,11134.5,11065.4,3369.8,27427.9,NER,KEN,monocl_Ab
total_DALY_0to1y,own,34683.3,27520.5,26565.9,8394.7,67996.1,NER,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,4114.5,3133,3391.8,911,8028.6,NER,KEN,monocl_Ab
total_DALY_0to1y_averted,own,18651.1,14692.5,14654.1,4378.8,36838.6,NER,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,952455,743602,805970.8,216102.4,1823506.6,NER,KEN,monocl_Ab
total_medical_cost_0to1y,own,1853683,1458552,1498633,436221.7,3506376.4,NER,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,243366.8,185851,215289,52531.7,472476.2,NER,KEN,monocl_Ab
total_medical_cost_averted,own,896526.5,705423,724807.9,210976.8,1695845.4,NER,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,9140173.6,6661821,8381019.7,1654170.4,18526635.7,NGA,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,17832171.6,13407325,15931759.4,3354415.1,35959372.1,NGA,KEN,monocl_Ab
hosp_cases,mcmarcel,148726.1,124013.5,98519.6,42024.2,274764.7,NGA,KEN,monocl_Ab
hosp_cases,own,152092.7,126712.5,100736.6,43027.9,280869,NGA,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,8223.4,6595,5987,2059,15785.8,NGA,KEN,monocl_Ab
hosp_cases_averted,own,30372.2,25304,20116.6,8592.8,56088.4,NGA,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,21020770.8,21547409.5,1938637.1,17424555.4,22803688.7,NGA,KEN,monocl_Ab
incremental_cost_0to1y,own,13756949.8,15361839.5,6519791.9,1395299.6,19976680,NGA,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2608.8,1919.7,2380.6,520.4,5257.7,NGA,KEN,monocl_Ab
net_cost/DALY_averted,own,389.2,279.5,401,13,864.9,NGA,KEN,monocl_Ab
rsv_cases,mcmarcel,1690212,1690235,848.5,1688790,1691260.1,NGA,KEN,monocl_Ab
rsv_cases,own,1728515.9,1728674,6145.2,1718229,1736111,NGA,KEN,monocl_Ab
rsv_deaths,mcmarcel,3283.4,2625,2478.9,776,6384.1,NGA,KEN,monocl_Ab
rsv_deaths,own,4566,3640,3458.4,1091,8928.4,NGA,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,255.6,194,212.6,55,501,NGA,KEN,monocl_Ab
rsv_deaths_averted,own,1168.4,917,926,267,2318,NGA,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,85185.3,66750,66226.7,20290,164257.8,NGA,KEN,monocl_Ab
total_DALY_0to1y,own,207873.8,164980.5,159064.1,50463,407349.3,NGA,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,14448.1,11006,11897.3,3208,28175.4,NGA,KEN,monocl_Ab
total_DALY_0to1y_averted,own,65495.7,51593,51412.6,15415.5,129308.5,NGA,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,18015736.7,14818026.5,12306941,4969248,33641149.8,NGA,KEN,monocl_Ab
total_medical_cost_0to1y,own,35132131.6,29473596,22987541.3,10305359.4,63732365.1,NGA,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,2700454.1,2173815.5,1938637.1,697547.2,5187112.4,NGA,KEN,monocl_Ab
total_medical_cost_averted,own,9964275.2,8359385.5,6519791.9,2922835.1,18075954.8,NGA,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,195396.5,139440,190340.9,31843.3,406858.2,RWA,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,379370,274594,360374.3,63490.4,786382.1,RWA,KEN,monocl_Ab
hosp_cases,mcmarcel,7515.2,6265.5,4978.3,2123,13875,RWA,KEN,monocl_Ab
hosp_cases,own,7607.5,6346.5,5039.2,2151.9,14053,RWA,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,697.5,559,508.4,174,1338.3,RWA,KEN,monocl_Ab
hosp_cases_averted,own,2567.2,2141.5,1700.5,726,4742.7,RWA,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,2037479,2067332.5,112970.6,1822014.8,2137583.1,RWA,KEN,monocl_Ab
incremental_cost_0to1y,own,1650641,1749935.5,380758.1,905596,1998982.8,RWA,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2448.4,1823.1,2200.2,510.3,4864.1,RWA,KEN,monocl_Ab
net_cost/DALY_averted,own,427,314.4,381.6,75.6,866.1,RWA,KEN,monocl_Ab
rsv_cases,mcmarcel,85407.3,85408,16.9,85379,85428,RWA,KEN,monocl_Ab
rsv_cases,own,86457.4,86463,147.6,86206.9,86639,RWA,KEN,monocl_Ab
rsv_deaths,mcmarcel,165.6,132,125,39,322,RWA,KEN,monocl_Ab
rsv_deaths,own,227.6,182,172.3,54,445,RWA,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,21.7,16,18.1,5,42.1,RWA,KEN,monocl_Ab
rsv_deaths_averted,own,98.7,78,78.2,23,196,RWA,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,5099.3,3989,3975.9,1204.9,9854.5,RWA,KEN,monocl_Ab
total_DALY_0to1y,own,12436.6,9872.5,9533.5,3005.8,24406,RWA,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,1475.8,1123,1218.7,326,2877.7,RWA,KEN,monocl_Ab
total_DALY_0to1y_averted,own,6687.5,5265.5,5258.2,1566,13213.3,RWA,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,567437.1,458424,425343.5,142012.2,1072398.7,RWA,KEN,monocl_Ab
total_medical_cost_0to1y,own,1100894.8,895076,789242.2,292472.2,2051088.5,RWA,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,144272.2,114418.5,112970.6,33852.6,276595.1,RWA,KEN,monocl_Ab
total_medical_cost_averted,own,531110.2,431815.5,380758.1,141099.1,989516.8,RWA,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,8796.6,6413,8136.1,1554,18071.3,STP,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,17067.9,12661,15190.8,3145.8,35025.5,STP,KEN,monocl_Ab
hosp_cases,mcmarcel,137.9,115,91.3,39,254.1,STP,KEN,monocl_Ab
hosp_cases,own,139.9,117,92.7,40,258.1,STP,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,11.9,10,8.7,3,23,STP,KEN,monocl_Ab
hosp_cases_averted,own,44,37,29.1,12,81,STP,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,29996.4,31520,5593.9,19801.4,34678.1,STP,KEN,monocl_Ab
incremental_cost_0to1y,own,11916.2,16609,18210.3,-22338.2,28479.6,STP,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2192.5,1568.9,2189.2,379.4,4416.2,STP,KEN,monocl_Ab
net_cost/DALY_averted,own,203.6,155.5,416.9,-244.7,616.9,STP,KEN,monocl_Ab
rsv_cases,mcmarcel,1566.9,1567,0.3,1566,1567,STP,KEN,monocl_Ab
rsv_cases,own,1589.8,1590,3.1,1584,1594,STP,KEN,monocl_Ab
rsv_deaths,mcmarcel,3,2,2.3,1,6,STP,KEN,monocl_Ab
rsv_deaths,own,4.2,3,3.2,1,8,STP,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,0.2,0,0.5,0,1,STP,KEN,monocl_Ab
rsv_deaths_averted,own,1.7,1,1.4,0,3,STP,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,92.4,72,72,22,178.1,STP,KEN,monocl_Ab
total_DALY_0to1y,own,225.3,179,172.7,54,442,STP,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,24.8,19,20.5,5,48.1,STP,KEN,monocl_Ab
total_DALY_0to1y_averted,own,112.6,89,88.5,26,222.1,STP,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,28595,22656.5,22109.6,7000.9,54143.4,STP,KEN,monocl_Ab
total_medical_cost_0to1y,own,55421.1,44963.5,40580.5,14556.8,102408.1,STP,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,6789.8,5266.5,5593.9,1559.8,13015.4,STP,KEN,monocl_Ab
total_medical_cost_averted,own,24870,20177,18210.3,6532.4,45955.2,STP,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,646884.2,470002.5,598426.3,116297.1,1329640.2,SEN,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,1250150.8,912670.5,1104897.1,230358.7,2591857.3,SEN,KEN,monocl_Ab
hosp_cases,mcmarcel,14654.7,12217.5,9707.7,4140.9,27062.2,SEN,KEN,monocl_Ab
hosp_cases,own,14793.5,12344,9799.2,4182.9,27334.4,SEN,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,1326.5,1064,967,331,2546.5,SEN,KEN,monocl_Ab
hosp_cases_averted,own,4877.1,4069.5,3230.6,1379,9011.7,SEN,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,2764919.2,2846864,314042.7,2156753.2,3050479.3,SEN,KEN,monocl_Ab
incremental_cost_0to1y,own,1626281.8,1888975,1052650.4,-415790,2627082.6,SEN,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,1776.8,1307.7,1641.1,346.4,3575.9,SEN,KEN,monocl_Ab
net_cost/DALY_averted,own,236.7,172.4,276.2,-21.4,546.4,SEN,KEN,monocl_Ab
rsv_cases,mcmarcel,166544.7,166547,49.9,166459,166605,SEN,KEN,monocl_Ab
rsv_cases,own,168123.2,168132.5,240.2,167712,168416,SEN,KEN,monocl_Ab
rsv_deaths,mcmarcel,322.7,258,243.7,76,628,SEN,KEN,monocl_Ab
rsv_deaths,own,442.1,353,334.7,106,864,SEN,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,41.2,31,34.3,9,81,SEN,KEN,monocl_Ab
rsv_deaths_averted,own,187.5,147,148.6,43,372,SEN,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,9874,7724.5,7699.4,2331.9,19086.1,SEN,KEN,monocl_Ab
total_DALY_0to1y,own,24080.7,19117.5,18459.4,5820.4,47262.3,SEN,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,2800,2132,2312.6,618,5458.1,SEN,KEN,monocl_Ab
total_DALY_0to1y_averted,own,12687.2,9987,9975.7,2971,25072.6,SEN,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,1708717.1,1402891.5,1196145.6,468835.1,3142412.9,SEN,KEN,monocl_Ab
total_medical_cost_0to1y,own,3312070.4,2755725.5,2229352.6,955718.2,6076406.5,SEN,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,425248.2,343303,314042.7,109278.2,799923.4,SEN,KEN,monocl_Ab
total_medical_cost_averted,own,1563885.5,1301192,1052650.4,451269,2869143.3,SEN,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,119349.2,86499.5,107448.9,21428.3,248586.5,SLE,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,234002.9,170999.5,205638.8,43127.6,481537.5,SLE,KEN,monocl_Ab
hosp_cases,mcmarcel,5251.8,4379.5,3478.9,1483.9,9704.3,SLE,KEN,monocl_Ab
hosp_cases,own,5392.5,4493,3571.6,1526,9961.6,SLE,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,463.8,372,337.6,116,890.1,SLE,KEN,monocl_Ab
hosp_cases_averted,own,1716.3,1430,1136.7,486,3170.2,SLE,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,1233513.3,1255784.5,84473.9,1076433.4,1307613.7,SLE,KEN,monocl_Ab
incremental_cost_0to1y,own,948701.1,1024292,287474,403217.1,1211775,SLE,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,2760.8,2072,2454.7,588.2,5489.8,SLE,KEN,monocl_Ab
net_cost/DALY_averted,own,455.2,341.8,423.4,67.8,941.3,SLE,KEN,monocl_Ab
rsv_cases,mcmarcel,59684.4,59685,35.7,59624,59728,SLE,KEN,monocl_Ab
rsv_cases,own,61285.5,61293,246.1,60870,61589.1,SLE,KEN,monocl_Ab
rsv_deaths,mcmarcel,116,93,87.6,27,226,SLE,KEN,monocl_Ab
rsv_deaths,own,162.1,129,122.8,39,317,SLE,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,14.4,11,12,3,28,SLE,KEN,monocl_Ab
rsv_deaths_averted,own,66,52,52.3,15,131,SLE,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,2928.6,2295.5,2275.4,698,5646.2,SLE,KEN,monocl_Ab
total_DALY_0to1y,own,7147,5673,5466.8,1737,14003.5,SLE,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,787.9,600,648.4,175,1536.1,SLE,KEN,monocl_Ab
total_DALY_0to1y_averted,own,3571.9,2812.5,2802.9,841,7052.1,SLE,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,441764,352920.5,338194.8,104456.1,841525.2,SLE,KEN,monocl_Ab
total_medical_cost_0to1y,own,865550.4,697884.5,637633.3,212871,1635948.8,SLE,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,105417.2,83146.5,84473.9,23350.6,203366.2,SLE,KEN,monocl_Ab
total_medical_cost_averted,own,390229.4,314638,287474,95971.7,737560.1,SLE,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,129120.3,92014.5,126104.4,21863.4,265355.2,SOM,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,252073.1,183673.5,234090,44646.1,518029.8,SOM,KEN,monocl_Ab
hosp_cases,mcmarcel,11185.3,9326.5,7409.4,3160.9,20664.1,SOM,KEN,monocl_Ab
hosp_cases,own,11473.2,9559,7599,3245.9,21190.6,SOM,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,632.3,507,460.3,158,1214.1,SOM,KEN,monocl_Ab
hosp_cases_averted,own,2338.3,1948,1548.7,661.9,4318.4,SOM,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,2057819.1,2063262,21909.1,2018605.5,2076799.4,SOM,KEN,monocl_Ab
incremental_cost_0to1y,own,1971899.8,1988240,70499.3,1842835.8,2036572.7,SOM,KEN,monocl_Ab
net_cost/DALY_averted,mcmarcel,3092.3,2312.1,2717.1,670.8,6125.8,SOM,KEN,monocl_Ab
net_cost/DALY_averted,own,631.6,476.8,519.5,141.9,1269.3,SOM,KEN,monocl_Ab
rsv_cases,mcmarcel,127115.9,127117,61.8,127012.9,127193,SOM,KEN,monocl_Ab
rsv_cases,own,130391.6,130405,510.3,129535.9,131022,SOM,KEN,monocl_Ab
rsv_deaths,mcmarcel,247.1,198,186.5,58,480.1,SOM,KEN,monocl_Ab
rsv_deaths,own,344.8,275,261.2,82,675,SOM,KEN,monocl_Ab
rsv_deaths_averted,mcmarcel,19.7,15,16.4,4,39,SOM,KEN,monocl_Ab
rsv_deaths_averted,own,90,71,71.3,21,178.1,SOM,KEN,monocl_Ab
total_DALY_0to1y,mcmarcel,6769.8,5304,5265.3,1607,13056.4,SOM,KEN,monocl_Ab
total_DALY_0to1y,own,16518.9,13108,12646,4005.8,32374.8,SOM,KEN,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,1167.9,889.5,961.9,259,2277.2,SOM,KEN,monocl_Ab
total_DALY_0to1y_averted,own,5294.1,4169,4157.5,1243.9,10457.2,SOM,KEN,monocl_Ab
total_medical_cost_0to1y,mcmarcel,208685.6,177264.5,134066.1,73774.7,362786,SOM,KEN,monocl_Ab
total_medical_cost_0to1y,own,407820.3,351255.5,244047,155507.2,691956.4,SOM,KEN,monocl_Ab
total_medical_cost_averted,mcmarcel,31890.2,26447,21909.1,10514.6,56960.9,SOM,KEN,monocl_Ab
total_medical_cost_averted,own,117809.4,101469.5,70499.3,44922.4,199889.2,SOM,KEN,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,6780502.4,5005748,6258524.7,1138458,14113681.5,ZAF,KEN,monocl_Ab
cost_rsv_hosp_0to1y,own,13144035,9808343,11760407.3,2357057.5,26679213.8,ZAF,KEN,monocl_Ab
hosp_cases,mcmarcel,24309.8,20333.5,16100.6,6865,44923.1,ZAF,KEN,monocl_Ab
hosp_cases,own,24540.7,20499,16252.8,6934.9,45391.1,ZAF,KEN,monocl_Ab
hosp_cases_averted,mcmarcel,2154.9,1728,1570.3,538,4138.6,ZAF,KEN,monocl_Ab
hosp_cases_averted,own,7924.6,6619,5248.3,2239,14657.4,ZAF,KEN,monocl_Ab
incremental_cost_0to1y,mcmarcel,2625039.3,3043908,2054940.1,-1171540.6,4709419,ZAF,KEN,monocl_Ab
