variable,source,meanvals,medianval,stdevvals,min_q,max_q,country,age_distrib
total_DALY_0to1y,own,45803.8,36209.5,35441.8,11073,87278,MOZ,ZAF
total_DALY_0to1y_averted,mcmarcel,3202.3,2435.5,2740,684,6346.5,MOZ,ZAF
total_DALY_0to1y_averted,own,24741.5,19471.5,19725.6,5737.9,47699.6,MOZ,ZAF
total_medical_cost_0to1y,mcmarcel,1179214.6,965657,875989.9,298559.7,2166632.1,MOZ,ZAF
total_medical_cost_0to1y,own,2715855.1,2251827.5,1934515.1,727595.8,4937138.4,MOZ,ZAF
total_medical_cost_averted,mcmarcel,208512.7,164999,165962.3,48793.1,394984.2,MOZ,ZAF
total_medical_cost_averted,own,1315884.3,1091054,937310,352534.1,2392138.9,MOZ,ZAF
cost_rsv_hosp_0to1y,mcmarcel,261793.8,190726.5,240459.8,49038.5,531250.5,NER,ZAF
cost_rsv_hosp_0to1y,own,600921.3,447542.5,540616.4,111422.4,1212224.9,NER,ZAF
hosp_cases,mcmarcel,21898.7,18459,14200.4,6357,40113.2,NER,ZAF
hosp_cases,own,22518.8,18956.5,14600.1,6544.9,41149.2,NER,ZAF
hosp_cases_averted,mcmarcel,1426.2,1147,1056,354.9,2721,NER,ZAF
hosp_cases_averted,own,8978.5,7558,5821.2,2610,16406.8,NER,ZAF
incremental_cost_0to1y,mcmarcel,2845772.5,2885544.5,147327,2584594.1,2965160.1,NER,ZAF
incremental_cost_0to1y,own,1958555.7,2184402.5,853043.6,459077.7,2682622.1,NER,ZAF
net_cost/DALY_averted,mcmarcel,1750.3,1288,1538.4,367.5,3533,NER,ZAF
net_cost/DALY_averted,own,152.7,111.9,158.9,13.9,324.5,NER,ZAF
rsv_cases,mcmarcel,254899.4,254903.5,128.8,254681.9,255058,NER,ZAF
rsv_cases,own,262124.7,262154,886.4,260626.8,263214.1,NER,ZAF
rsv_deaths,mcmarcel,480.5,382,360.5,116,928,NER,ZAF
rsv_deaths,own,742.3,587,570.8,178,1416,NER,ZAF
rsv_deaths_averted,mcmarcel,46.4,35,40,10,92.1,NER,ZAF
rsv_deaths_averted,own,360.5,283,290,81,697.1,NER,ZAF
total_DALY_0to1y,mcmarcel,13864.6,10926,10777.3,3344.2,26566.6,NER,ZAF
total_DALY_0to1y,own,41507.4,32815.5,32124.2,10026.9,79135.4,NER,ZAF
total_DALY_0to1y_averted,mcmarcel,2901.6,2206.5,2483,620,5750.3,NER,ZAF
total_DALY_0to1y_averted,own,22420.7,17645,17878.9,5196.9,43237.4,NER,ZAF
total_medical_cost_0to1y,mcmarcel,948331.7,740347,790181.3,212031.9,1847192.7,NER,ZAF
total_medical_cost_0to1y,own,2179220.3,1712552.5,1762644.6,514654.1,4147434.2,NER,ZAF
total_medical_cost_averted,mcmarcel,167431.4,127659.5,147327,34229.9,334982.9,NER,ZAF
total_medical_cost_averted,own,1054648.2,828801.5,853043.6,249070.7,2007178.5,NER,ZAF
cost_rsv_hosp_0to1y,mcmarcel,8962109.1,6550916,8136528.9,1554944.2,18111281.4,NGA,ZAF
cost_rsv_hosp_0to1y,own,20628521.1,15519371,18236428.7,3725738.9,41141664.1,NGA,ZAF
hosp_cases,mcmarcel,145207.2,122399,94161.3,42153,265985.9,NGA,ZAF
hosp_cases,own,149667.3,125997,97036,43502.2,273462.8,NGA,ZAF
hosp_cases_averted,mcmarcel,5557.8,4469.5,4115,1381.9,10602.3,NGA,ZAF
hosp_cases_averted,own,35014.8,29477,22701.7,10177.8,63977,NGA,ZAF
incremental_cost_0to1y,mcmarcel,10544881.8,10875761.5,1330993.1,7944801.3,11781114.3,NGA,ZAF
incremental_cost_0to1y,own,718347.6,2493272,7518250.4,-14109312,8055888.1,NGA,ZAF
net_cost/DALY_averted,mcmarcel,1893.7,1369.5,1734.2,337,3904.2,NGA,ZAF
net_cost/DALY_averted,own,49.8,34.1,197.9,-188.6,242.9,NGA,ZAF
rsv_cases,mcmarcel,1690206,1690237.5,841.8,1688783,1691234.2,NGA,ZAF
rsv_cases,own,1742165.8,1742404,6144.7,1731787.9,1749699,NGA,ZAF
rsv_deaths,mcmarcel,3186.6,2532,2391,769,6152,NGA,ZAF
rsv_deaths,own,4936.3,3902.5,3796.8,1180.9,9415,NGA,ZAF
rsv_deaths_averted,mcmarcel,180.6,137,156,37,359.2,NGA,ZAF
rsv_deaths_averted,own,1406.1,1103.5,1131,317,2721,NGA,ZAF
total_DALY_0to1y,mcmarcel,83086,65504,64502.1,20088.6,159111.2,NGA,ZAF
total_DALY_0to1y,own,248783.6,196747.5,192349.8,60284.2,474256.1,NGA,ZAF
total_DALY_0to1y_averted,mcmarcel,10189.7,7753.5,8710.2,2183.8,20186.9,NGA,ZAF
total_DALY_0to1y_averted,own,78733.9,61991,62726.4,18302.8,151776.6,NGA,ZAF
total_medical_cost_0to1y,mcmarcel,17861375,14913735,11957410.3,4927038.5,32884507.7,NGA,ZAF
total_medical_cost_0to1y,own,41137469.3,34882838,26493460.6,12099299.1,73903161.9,NGA,ZAF
total_medical_cost_averted,mcmarcel,1847357.7,1516478,1330993.1,468372.9,3480786.7,NGA,ZAF
total_medical_cost_averted,own,11673891.9,9898967.5,7518250.4,3433509.9,20972061.2,NGA,ZAF
cost_rsv_hosp_0to1y,mcmarcel,191122.5,135033.5,185327.1,32628.9,402831.8,RWA,ZAF
cost_rsv_hosp_0to1y,own,436257.1,318577.5,406036.7,77701.9,903900,RWA,ZAF
hosp_cases,mcmarcel,7337.4,6184.5,4758.1,2130,13446.1,RWA,ZAF
hosp_cases,own,7460.3,6289,4837.4,2167,13640.8,RWA,ZAF
hosp_cases_averted,mcmarcel,470.9,379,349.1,117,898.1,RWA,ZAF
hosp_cases_averted,own,2958.1,2494,1918.1,859,5408.5,RWA,ZAF
incremental_cost_0to1y,mcmarcel,1011307.5,1032150,78792.7,864396.8,1079407.6,RWA,ZAF
incremental_cost_0to1y,own,487060.9,600370,449453.8,-362160.4,893907.3,RWA,ZAF
net_cost/DALY_averted,mcmarcel,1750.7,1286.2,1565.9,351,3541.1,RWA,ZAF
net_cost/DALY_averted,own,114.6,81.9,163.8,-40.2,283.1,RWA,ZAF
rsv_cases,mcmarcel,85407.2,85408,16.7,85379,85428,RWA,ZAF
rsv_cases,own,86838.2,86845,147.1,86587.9,87017,RWA,ZAF
rsv_deaths,mcmarcel,160.7,128,120.6,39,310,RWA,ZAF
rsv_deaths,own,245.3,194,188.6,59,468,RWA,ZAF
rsv_deaths_averted,mcmarcel,15.3,12,13.2,3,31,RWA,ZAF
rsv_deaths_averted,own,118.7,93,95.5,27,230,RWA,ZAF
total_DALY_0to1y,mcmarcel,4973.3,3916.5,3872.7,1192.9,9546.2,RWA,ZAF
total_DALY_0to1y,own,14883.6,11763.5,11529.7,3589.8,28361.2,RWA,ZAF
total_DALY_0to1y_averted,mcmarcel,1040.8,792,892.4,222,2068.1,RWA,ZAF
total_DALY_0to1y_averted,own,8039.3,6324,6416.5,1857,15509,RWA,ZAF
total_medical_cost_0to1y,mcmarcel,563501.2,456484.5,421006.1,143813.1,1041226.4,RWA,ZAF
total_medical_cost_0to1y,own,1290256.1,1055596,930806.8,342114.8,2377484.4,RWA,ZAF
total_medical_cost_averted,mcmarcel,98772.5,77929.5,78792.7,22894,188592.8,RWA,ZAF
total_medical_cost_averted,own,623019.1,509710,449453.8,165195.4,1148003.4,RWA,ZAF
cost_rsv_hosp_0to1y,mcmarcel,8579.2,6348,7683.4,1567.9,17650.9,STP,ZAF
cost_rsv_hosp_0to1y,own,19658.1,14857.5,17092.7,3672.6,39570.3,STP,ZAF
hosp_cases,mcmarcel,134.6,113.5,87.3,39,247,STP,ZAF
hosp_cases,own,137.3,116,89,40,251.1,STP,ZAF
hosp_cases_averted,mcmarcel,8.1,6,6,2,15,STP,ZAF
hosp_cases_averted,own,50.7,43,32.9,15,93,STP,ZAF
incremental_cost_0to1y,mcmarcel,14072.9,15102.5,3713.9,6695.4,17299.1,STP,ZAF
incremental_cost_0to1y,own,-10499.7,-5147.5,21447,-51052.6,8863.2,STP,ZAF
net_cost/DALY_averted,mcmarcel,1489,1062.7,1481.8,208,3199.1,STP,ZAF
net_cost/DALY_averted,own,-108.7,-36.1,357,-628.3,120.4,STP,ZAF
rsv_cases,mcmarcel,1566.9,1567,0.3,1566,1567,STP,ZAF
rsv_cases,own,1598.1,1598,3.1,1593,1602,STP,ZAF
rsv_deaths,mcmarcel,3,2,2.2,1,6,STP,ZAF
rsv_deaths,own,4.5,4,3.5,1,9,STP,ZAF
rsv_deaths_averted,mcmarcel,0.1,0,0.3,0,1,STP,ZAF
rsv_deaths_averted,own,2,2,1.7,0,4,STP,ZAF
total_DALY_0to1y,mcmarcel,90.1,71,70.1,22,173,STP,ZAF
total_DALY_0to1y,own,269.6,213,208.8,65,514.1,STP,ZAF
total_DALY_0to1y_averted,mcmarcel,17.5,13,15,4,35,STP,ZAF
total_DALY_0to1y_averted,own,135.3,106,108,31,261,STP,ZAF
total_medical_cost_0to1y,mcmarcel,28329.8,22815.5,21443.1,7087.9,53660,STP,ZAF
total_medical_cost_0to1y,own,65012.9,53095,47755.2,17038.5,121083.5,STP,ZAF
total_medical_cost_averted,mcmarcel,4625,3595,3713.9,1054.9,9002.7,STP,ZAF
total_medical_cost_averted,own,29197.6,23845.5,21447,7651.8,54379.2,STP,ZAF
cost_rsv_hosp_0to1y,mcmarcel,630953.5,456256.5,583428.4,120628.3,1296814.5,SEN,ZAF
cost_rsv_hosp_0to1y,own,1439172.3,1058573.5,1293335.9,276549,2879574.2,SEN,ZAF
hosp_cases,mcmarcel,14308,12059.5,9278.3,4153.9,26216.5,SEN,ZAF
hosp_cases,own,14492.8,12220.5,9397.5,4209,26510.1,SEN,ZAF
hosp_cases_averted,mcmarcel,895.2,719,663.8,223,1707.2,SEN,ZAF
hosp_cases_averted,own,5618.7,4737.5,3643.3,1632,10277.4,SEN,ZAF
incremental_cost_0to1y,mcmarcel,1344095.1,1403871.5,219924.3,922463.9,1540363.9,SEN,ZAF
incremental_cost_0to1y,own,-197414.7,112085,1236797.1,-2584642.9,958634.9,SEN,ZAF
net_cost/DALY_averted,mcmarcel,1250,903.6,1165.5,214.1,2577.3,SEN,ZAF
net_cost/DALY_averted,own,-3.1,7.7,189.6,-230.8,132.1,SEN,ZAF
rsv_cases,mcmarcel,166544.2,166547,49.5,166459,166604,SEN,ZAF
rsv_cases,own,168697.4,168711,239.2,168287,168987,SEN,ZAF
rsv_deaths,mcmarcel,313.1,249,235,75,605,SEN,ZAF
rsv_deaths,own,476.2,376,366.1,114,907.1,SEN,ZAF
rsv_deaths_averted,mcmarcel,29.1,22,25.2,6,58,SEN,ZAF
rsv_deaths_averted,own,225.5,177,181.4,51,437,SEN,ZAF
total_DALY_0to1y,mcmarcel,9630.1,7587.5,7499.6,2309.8,18483.9,SEN,ZAF
total_DALY_0to1y,own,28818.8,22777.5,22325.2,6952.5,54917,SEN,ZAF
total_DALY_0to1y_averted,mcmarcel,1974.7,1502,1693.4,420,3924.3,SEN,ZAF
total_DALY_0to1y_averted,own,15252,11999,12173.7,3521.9,29433,SEN,ZAF
total_medical_cost_0to1y,mcmarcel,1696319.4,1384445,1187528.3,480626,3151857,SEN,ZAF
total_medical_cost_0to1y,own,3877214.3,3222395,2616737.9,1113901.2,7087156.2,SEN,ZAF
total_medical_cost_averted,mcmarcel,291049.6,231273,219924.3,74235.1,550551.7,SEN,ZAF
total_medical_cost_averted,own,1832559.4,1523060,1236797.1,526484.3,3349733,SEN,ZAF
cost_rsv_hosp_0to1y,mcmarcel,117003.5,85604,107645.1,21061.3,241506.5,SLE,ZAF
cost_rsv_hosp_0to1y,own,269939.8,200025,240391.8,50915.5,557093.7,SLE,ZAF
hosp_cases,mcmarcel,5127.5,4322,3325,1489,9390.7,SLE,ZAF
hosp_cases,own,5314.4,4474,3445.5,1545,9709,SLE,ZAF
hosp_cases_averted,mcmarcel,313.6,252,232.1,78,598.1,SLE,ZAF
hosp_cases_averted,own,1979.2,1666,1283.2,575,3615.8,SLE,ZAF
incremental_cost_0to1y,mcmarcel,613464.4,629278,60153.7,499864.5,665305.2,SLE,ZAF
incremental_cost_0to1y,own,228111.4,317089.5,340120,-413670.1,535474.1,SLE,ZAF
net_cost/DALY_averted,mcmarcel,1979.7,1454.5,1766.6,393.1,4016.8,SLE,ZAF
net_cost/DALY_averted,own,100.1,76.1,205.3,-129.7,297.8,SLE,ZAF
rsv_cases,mcmarcel,59684,59686,35.4,59624,59727,SLE,ZAF
rsv_cases,own,61861.6,61872,246.5,61442.9,62162,SLE,ZAF
rsv_deaths,mcmarcel,112.6,89,84.5,27,217,SLE,ZAF
rsv_deaths,own,175.5,139,135,42,335,SLE,ZAF
rsv_deaths_averted,mcmarcel,10.2,8,8.8,2,20,SLE,ZAF
rsv_deaths_averted,own,79.5,62,64,18,154,SLE,ZAF
total_DALY_0to1y,mcmarcel,2856.4,2252.5,2216.1,691.9,5467.1,SLE,ZAF
total_DALY_0to1y,own,8553.5,6767,6610.6,2074,16316.7,SLE,ZAF
total_DALY_0to1y_averted,mcmarcel,555.7,423,474.7,119,1100.3,SLE,ZAF
total_DALY_0to1y_averted,own,4293.8,3380.5,3419.5,999,8275.1,SLE,ZAF
total_medical_cost_0to1y,mcmarcel,440082.7,355931.5,339597.6,106424.6,852969.8,SLE,ZAF
total_medical_cost_0to1y,own,1015748.3,818455.5,754155,249093,1928518.2,SLE,ZAF
total_medical_cost_averted,mcmarcel,72744.3,56931,60153.7,15882.5,143282.1,SLE,ZAF
total_medical_cost_averted,own,458097.3,369119.5,340120,112340,869752,SLE,ZAF
cost_rsv_hosp_0to1y,mcmarcel,125743.7,91050.5,117851.5,21685.3,256282.7,SOM,ZAF
cost_rsv_hosp_0to1y,own,289688.6,214659.5,263238.1,52554.9,589780,SOM,ZAF
hosp_cases,mcmarcel,10920.6,9205.5,7081.6,3170,20005,SOM,ZAF
hosp_cases,own,11302.7,9515.5,7327.9,3285.9,20649.7,SOM,ZAF
hosp_cases_averted,mcmarcel,427.5,344,316.5,106,815.1,SOM,ZAF
hosp_cases_averted,own,2696.2,2270,1748,784,4926.1,SOM,ZAF
incremental_cost_0to1y,mcmarcel,1061588.2,1065264,14654.1,1035393.2,1074607.1,SOM,ZAF
incremental_cost_0to1y,own,946306.9,965427.5,79678.6,800771.5,1020335,SOM,ZAF
net_cost/DALY_averted,mcmarcel,2289.9,1702.2,1990.2,490,4586.4,SOM,ZAF
net_cost/DALY_averted,own,257,192.3,225.3,53.1,508.4,SOM,ZAF
rsv_cases,mcmarcel,127115.5,127118,61.3,127012,127191,SOM,ZAF
rsv_cases,own,131566.2,131586,510.8,130703,132191,SOM,ZAF
rsv_deaths,mcmarcel,239.8,190.5,179.9,58,463,SOM,ZAF
rsv_deaths,own,373.1,295,287,89,712,SOM,ZAF
rsv_deaths_averted,mcmarcel,13.9,11,12,3,28,SOM,ZAF
rsv_deaths_averted,own,108.3,85,87.1,24,210,SOM,ZAF
total_DALY_0to1y,mcmarcel,6602.8,5206,5128.1,1595.7,12645.1,SOM,ZAF
total_DALY_0to1y,own,19769.2,15635.5,15291.4,4783,37719.7,SOM,ZAF
total_DALY_0to1y_averted,mcmarcel,823.6,626,704.2,176,1630.5,SOM,ZAF
total_DALY_0to1y_averted,own,6364,5009.5,5072.1,1477,12270.1,SOM,ZAF
total_medical_cost_0to1y,mcmarcel,205607,175569.5,126094.6,74826.4,352721.3,SOM,ZAF
total_medical_cost_0to1y,own,474071.6,407908.5,275707.2,182757.4,789731.3,SOM,ZAF
total_medical_cost_averted,mcmarcel,21724,18048,14654.1,7115.6,38726.3,SOM,ZAF
total_medical_cost_averted,own,137005.3,117884.5,79678.6,52816.1,228229.9,SOM,ZAF
cost_rsv_hosp_0to1y,mcmarcel,6649728.8,4827906,6269952.8,1153797.5,13687215.7,ZAF,ZAF
cost_rsv_hosp_0to1y,own,15174018.3,11156751,13745558,2760457.1,31209840,ZAF,ZAF
hosp_cases,mcmarcel,23723.7,19973.5,15388.4,6886,43479.2,ZAF,ZAF
hosp_cases,own,24031.6,20253.5,15587,6978.8,43970.7,ZAF,ZAF
hosp_cases_averted,mcmarcel,1454,1168.5,1078.6,361.9,2773.3,ZAF,ZAF
hosp_cases_averted,own,9125.7,7691,5919,2649.9,16697.3,ZAF,ZAF
incremental_cost_0to1y,mcmarcel,657300.3,978441.5,1476670.8,-2010346.9,2103799.1,ZAF,ZAF
incremental_cost_0to1y,own,-13207319.8,-11852557,7564341.7,-26682939.6,-5275792.5,ZAF,ZAF
net_cost/DALY_averted,mcmarcel,681.9,389.2,1215.6,-521.9,1986.9,ZAF,ZAF
net_cost/DALY_averted,own,-827.8,-634.8,717,-2058.8,-244.3,ZAF,ZAF
rsv_cases,mcmarcel,276152,276154,39.1,276085,276200,ZAF,ZAF
rsv_cases,own,279737.6,279758,346.9,279142,280158,ZAF,ZAF
rsv_deaths,mcmarcel,515.8,410.5,388.6,125,993.2,ZAF,ZAF
rsv_deaths,own,785.7,612.5,604.9,182,1534,ZAF,ZAF
rsv_deaths_averted,mcmarcel,46.8,35,40.1,10,95,ZAF,ZAF
rsv_deaths_averted,own,364.4,279,292.4,81,718,ZAF,ZAF
total_DALY_0to1y,mcmarcel,14807.2,11594,11472.8,3565.9,28799.7,ZAF,ZAF
total_DALY_0to1y,own,44433.3,34589.5,34405,10517.8,86554.5,ZAF,ZAF
total_DALY_0to1y_averted,mcmarcel,2971.3,2241.5,2521.8,643,5998.3,ZAF,ZAF
total_DALY_0to1y_averted,own,23033.7,17670.5,18325.6,5269,45156.4,ZAF,ZAF
total_medical_cost_0to1y,mcmarcel,15598709.8,14050635.5,7757144.7,6351848.7,25215793.2,ZAF,ZAF
total_medical_cost_0to1y,own,35615740.6,32689311,16339772,15667298.3,56028266.2,ZAF,ZAF
total_medical_cost_averted,mcmarcel,2623347.5,2302205.5,1476670.8,966429.4,4448865.3,ZAF,ZAF
total_medical_cost_averted,own,16487967.7,15133205,7564341.7,7253026.2,25937751.7,ZAF,ZAF
cost_rsv_hosp_0to1y,mcmarcel,2677249.7,1919773.5,2565890.1,436194.9,5527545.6,SDN,ZAF
cost_rsv_hosp_0to1y,own,6121817.3,4436873.5,5668592.6,1089238.5,12639210.4,SDN,ZAF
hosp_cases,mcmarcel,28669.4,24164,18591.3,8321.9,52536.3,SDN,ZAF
hosp_cases,own,29271.4,24673.5,18979.4,8501.9,53502.7,SDN,ZAF
hosp_cases_averted,mcmarcel,1794,1442,1329.6,446,3422.4,SDN,ZAF
hosp_cases_averted,own,11279.2,9507.5,7313.3,3275.9,20615.8,SDN,ZAF
incremental_cost_0to1y,mcmarcel,2713640.8,2960646.5,868540.5,1143327.5,3472429.6,SDN,ZAF
incremental_cost_0to1y,own,-3056463.6,-1851135,4899371.1,-12308485.8,1483673.7,SDN,ZAF
net_cost/DALY_averted,mcmarcel,1350.3,958.9,1360,151.3,2878.7,SDN,ZAF
net_cost/DALY_averted,own,-133.7,-64.8,350.9,-634.6,92.6,SDN,ZAF
rsv_cases,mcmarcel,333709.5,333713,76.5,333580,333803,SDN,ZAF
rsv_cases,own,340722.8,340754,748.6,339449.9,341636,SDN,ZAF
rsv_deaths,mcmarcel,628.2,499.5,471.5,151,1213,SDN,ZAF
rsv_deaths,own,963.5,761.5,740.9,231,1837,SDN,ZAF
rsv_deaths_averted,mcmarcel,58.3,44,50.4,12,116,SDN,ZAF
rsv_deaths_averted,own,452.8,355.5,364.2,102,877,SDN,ZAF
total_DALY_0to1y,mcmarcel,18781.3,14796,14614.9,4514.4,36034.2,SDN,ZAF
total_DALY_0to1y,own,56213.5,44430.5,43529,13568.5,107095.9,SDN,ZAF
total_DALY_0to1y_averted,mcmarcel,3811.6,2899.5,3265.7,812.9,7568.7,SDN,ZAF
total_DALY_0to1y_averted,own,29443.9,23163,23491.6,6810.8,56777.2,SDN,ZAF
total_medical_cost_0to1y,mcmarcel,6379221,5127901.5,4754637.4,1586117.9,12095392.8,SDN,ZAF
total_medical_cost_0to1y,own,14632846.4,12061070.5,10453651,3824619.8,27652310.7,SDN,ZAF
total_medical_cost_averted,mcmarcel,1087953.6,840948,868540.5,248107,2103165.2,SDN,ZAF
total_medical_cost_averted,own,6858058,5652729,4899371.1,1792506.1,12959963.3,SDN,ZAF
cost_rsv_hosp_0to1y,mcmarcel,121999.8,90620,107627.4,22939.5,246234,TGO,ZAF
cost_rsv_hosp_0to1y,own,279846.7,212363,238377.4,55279.8,561990.1,TGO,ZAF
hosp_cases,mcmarcel,5650,4762,3663.9,1640,10353.1,TGO,ZAF
hosp_cases,own,5785.6,4875,3751.3,1681,10573.7,TGO,ZAF
hosp_cases_averted,mcmarcel,292.1,235,216.4,73,557.1,TGO,ZAF
hosp_cases_averted,own,1837.5,1548,1191.4,534,3358.2,TGO,ZAF
incremental_cost_0to1y,mcmarcel,565196.4,575574,39089.3,492969.7,599023.5,TGO,ZAF
incremental_cost_0to1y,own,303425.8,356611,219941,-91771.1,503419.1,TGO,ZAF
net_cost/DALY_averted,mcmarcel,1738.4,1277.3,1538.7,351.8,3496.6,TGO,ZAF
net_cost/DALY_averted,own,122.5,89.3,162,-18.7,291,TGO,ZAF
rsv_cases,mcmarcel,65765.8,65766,16.3,65738,65786,TGO,ZAF
rsv_cases,own,67345.1,67352,169.8,67056,67552.1,TGO,ZAF
rsv_deaths,mcmarcel,123.9,98,93,30,239,TGO,ZAF
rsv_deaths,own,190.6,151,146.5,46,363,TGO,ZAF
rsv_deaths_averted,mcmarcel,9.5,7,8.2,2,19,TGO,ZAF
rsv_deaths_averted,own,73.8,58,59.4,17,143,TGO,ZAF
total_DALY_0to1y,mcmarcel,3492,2751.5,2715.1,840.9,6696.3,TGO,ZAF
total_DALY_0to1y,own,10453.3,8263,8089.7,2526.9,19908.8,TGO,ZAF
total_DALY_0to1y_averted,mcmarcel,583.2,444,499.3,125,1158.1,TGO,ZAF
total_DALY_0to1y_averted,own,4505.8,3545.5,3593,1044,8685.1,TGO,ZAF
total_medical_cost_0to1y,mcmarcel,351988.8,286657.5,258893.4,94054.8,659482.7,TGO,ZAF
total_medical_cost_0to1y,own,806687.8,668890,569847.1,223662.5,1476825.7,TGO,ZAF
total_medical_cost_averted,mcmarcel,49582.6,39205,39089.3,11989.8,94427.4,TGO,ZAF
total_medical_cost_averted,own,311353.2,258168,219941,86326,570002.8,TGO,ZAF
cost_rsv_hosp_0to1y,mcmarcel,985163.8,720961.5,898994.1,167460.5,2045326.9,UGA,ZAF
cost_rsv_hosp_0to1y,own,2261679.4,1652841.5,2001209.5,406146.3,4688744.6,UGA,ZAF
hosp_cases,mcmarcel,39282.8,33110.5,25473.6,11403.9,71971.3,UGA,ZAF
hosp_cases,own,40294.3,33938,26125.8,11708.9,73640.2,UGA,ZAF
hosp_cases_averted,mcmarcel,2421.8,1947,1794.1,602,4620.3,UGA,ZAF
hosp_cases_averted,own,15244,12839,9883.8,4429.9,27859,UGA,ZAF
incremental_cost_0to1y,mcmarcel,4371903,4517623,507487.7,3429368.6,4811191.8,UGA,ZAF
incremental_cost_0to1y,own,1076434.9,1783061,2899760.1,-4372223.8,3715849,UGA,ZAF
net_cost/DALY_averted,mcmarcel,1625.1,1188.6,1466.3,319.6,3302.8,UGA,ZAF
net_cost/DALY_averted,own,57.5,47.4,185,-165.9,225.8,UGA,ZAF
rsv_cases,mcmarcel,457249.5,457256,168.5,456964,457456.1,UGA,ZAF
rsv_cases,own,469032.9,469087,1294.6,466832.8,470612,UGA,ZAF
rsv_deaths,mcmarcel,861.3,684.5,646.4,208,1663.1,UGA,ZAF
rsv_deaths,own,1327.8,1050,1021.2,318,2532.1,UGA,ZAF
rsv_deaths_averted,mcmarcel,78.7,60,68,16,157,UGA,ZAF
rsv_deaths_averted,own,612.1,481,492.3,138,1184.1,UGA,ZAF
total_DALY_0to1y,mcmarcel,24398.3,19225,18968.3,5878.2,46774.8,UGA,ZAF
total_DALY_0to1y,own,73037,57731,56522.5,17654.6,139099.2,UGA,ZAF
total_DALY_0to1y_averted,mcmarcel,4848.8,3689,4150.5,1035.9,9618.5,UGA,ZAF
total_DALY_0to1y_averted,own,37459.7,29474.5,29869.9,8681.8,72200.6,UGA,ZAF
total_medical_cost_0to1y,mcmarcel,3711452.5,2980517,2838831.3,887426,7004192.9,UGA,ZAF
total_medical_cost_0to1y,own,8525549.7,6987776.5,6310509.4,2124943.7,15855365.8,UGA,ZAF
total_medical_cost_averted,mcmarcel,622131.4,476412,507487.7,137780.1,1201605.1,UGA,ZAF
total_medical_cost_averted,own,3917599.6,3210973,2899760.1,976438.8,7285744,UGA,ZAF
cost_rsv_hosp_0to1y,mcmarcel,1283290.9,940938.5,1218057.7,214241.1,2601400.4,TZA,ZAF
cost_rsv_hosp_0to1y,own,2936509.9,2177225.5,2693244.9,516872.7,5973469.6,TZA,ZAF
hosp_cases,mcmarcel,47959.1,40423,31100.2,13921.9,87887.2,TZA,ZAF
hosp_cases,own,48807.3,41144,31647.2,14176,89237.6,TZA,ZAF
hosp_cases_averted,mcmarcel,3081.8,2477,2284.7,766.9,5878.8,TZA,ZAF
hosp_cases_averted,own,19363.2,16322.5,12555.3,5624,35403.1,TZA,ZAF
incremental_cost_0to1y,mcmarcel,6039382.6,6123069,356972.1,5366524.6,6353923.6,TZA,ZAF
incremental_cost_0to1y,own,3540510,3986983,2012191.9,-175629.8,5419342.9,TZA,ZAF
net_cost/DALY_averted,mcmarcel,1613.9,1185.6,1438.6,324.2,3284.3,TZA,ZAF
net_cost/DALY_averted,own,128.1,90.5,147.9,-1.9,288.6,TZA,ZAF
rsv_cases,mcmarcel,558240.1,558245,120,558037,558387,TZA,ZAF
rsv_cases,own,568120.5,568169.5,1020.7,566381.8,569359,TZA,ZAF
rsv_deaths,mcmarcel,1050.3,834.5,788.3,253,2028.1,TZA,ZAF
rsv_deaths,own,1605.5,1269,1234.5,385,3061.1,TZA,ZAF
rsv_deaths_averted,mcmarcel,100.1,76,86.6,21,200,TZA,ZAF
rsv_deaths_averted,own,777.2,610,625.2,175,1504.1,TZA,ZAF
total_DALY_0to1y,mcmarcel,32214,25372.5,25080.6,7733,61829.6,TZA,ZAF
total_DALY_0to1y,own,96408.7,76197.5,74676.8,23257.8,183701.6,TZA,ZAF
total_DALY_0to1y_averted,mcmarcel,6741.8,5127.5,5779.4,1435.8,13397.1,TZA,ZAF
total_DALY_0to1y_averted,own,52075.1,40965,41559.6,12032.6,100440.2,TZA,ZAF
total_medical_cost_0to1y,mcmarcel,2682722.4,2243824.5,1888110.6,731847.7,4824020.3,TZA,ZAF
total_medical_cost_0to1y,own,6149174.6,5224785.5,4166094.7,1730941.7,10940269.6,TZA,ZAF
total_medical_cost_averted,mcmarcel,471131.7,387445,356972.1,118707.3,887490,TZA,ZAF
total_medical_cost_averted,own,2970004.2,2523531,2012191.9,836031.4,5284066.7,TZA,ZAF
cost_rsv_hosp_0to1y,mcmarcel,1261417.5,849018.5,1447060,180957.5,2673429,ZMB,ZAF
cost_rsv_hosp_0to1y,own,2892110.9,1960147,3207588.7,428870.2,6068221.9,ZMB,ZAF
hosp_cases,mcmarcel,14435.1,12167,9360.7,4190.9,26447.7,ZMB,ZAF
hosp_cases,own,14732.4,12418,9552.4,4278.9,26927.9,ZMB,ZAF
hosp_cases_averted,mcmarcel,931.1,748,690,232,1776.2,ZMB,ZAF
hosp_cases_averted,own,5853.9,4934,3795.7,1700,10699.6,ZMB,ZAF
incremental_cost_0to1y,mcmarcel,1358677.1,1461114,405215.4,626288,1713487.7,ZMB,ZAF
incremental_cost_0to1y,own,-1679550,-1152507,2229898.9,-5795844.1,366372.3,ZMB,ZAF
