"config_tag","scenario","intervention","efficacy_maternal","efficacy_infant","dur_protection_maternal","dur_protection_infant","price_mAb_sens_factor","year","country_iso","coverage_maternal","coverage_infant"
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"MDA",0,0.97
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"MDA",0.97,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"MDA",0,0.97
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"MDA",0.97,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"MDA",0,0.97
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"MDA",0.97,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"MDA",0,0.97
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"MDA",0.97,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"MDA",0,0.97
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"MDA",0.97,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"MDA",0,0.97
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"MDG",0.92,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"MDG",0,0.92
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"MDG",0.92,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"MDG",0,0.92
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"MDG",0.92,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"MDG",0,0.92
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"MDG",0.92,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"MDG",0,0.92
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"MDG",0.92,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"MDG",0,0.92
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"MDG",0.92,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"MDG",0,0.92
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"MDG",0.92,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"MDG",0,0.92
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"MLI",0.92,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"MLI",0,0.92
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"MLI",0.92,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"MLI",0,0.92
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"MLI",0.92,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"MLI",0,0.92
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"MLI",0.92,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"MLI",0,0.92
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"MLI",0.92,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"MLI",0,0.92
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"MLI",0.92,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"MLI",0,0.92
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"MLI",0.92,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"MLI",0,0.92
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"MMR",0.88,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"MMR",0,0.88
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"MMR",0.88,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"MMR",0,0.88
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"MMR",0.88,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"MMR",0,0.88
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"MMR",0.88,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"MMR",0,0.88
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"MMR",0.88,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"MMR",0,0.88
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"MMR",0.88,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"MMR",0,0.88
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"MMR",0.88,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"MMR",0,0.88
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"MNG",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"MNG",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"MNG",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"MNG",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"MNG",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"MNG",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"MNG",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"MNG",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"MNG",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"MNG",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"MNG",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"MNG",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"MNG",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"MNG",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"MOZ",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"MOZ",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"MOZ",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"MOZ",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"MOZ",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"MOZ",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"MOZ",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"MOZ",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"MOZ",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"MOZ",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"MOZ",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"MOZ",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"MOZ",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"MOZ",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"MRT",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"MRT",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"MRT",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"MRT",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"MRT",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"MRT",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"MRT",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"MRT",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"MRT",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"MRT",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"MRT",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"MRT",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"MRT",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"MRT",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"MWI",0.86,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"MWI",0,0.86
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"MWI",0.86,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"MWI",0,0.86
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"MWI",0.86,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"MWI",0,0.86
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"MWI",0.86,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"MWI",0,0.86
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"MWI",0.86,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"MWI",0,0.86
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"MWI",0.86,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"MWI",0,0.86
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"MWI",0.86,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"MWI",0,0.86
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"NER",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"NER",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"NER",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"NER",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"NER",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"NER",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"NER",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"NER",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"NER",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"NER",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"NER",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"NER",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"NER",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"NER",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"NGA",0.58,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"NGA",0,0.58
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"NGA",0.58,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"NGA",0,0.58
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"NGA",0.58,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"NGA",0,0.58
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"NGA",0.58,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"NGA",0,0.58
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"NGA",0.58,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"NGA",0,0.58
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"NGA",0.58,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"NGA",0,0.58
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"NGA",0.58,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"NGA",0,0.58
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"NIC",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"NIC",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"NIC",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"NIC",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"NIC",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"NIC",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"NIC",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"NIC",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"NIC",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"NIC",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"NIC",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"NIC",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"NIC",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"NIC",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"NPL",0.93,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"NPL",0,0.93
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"NPL",0.93,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"NPL",0,0.93
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"NPL",0.93,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"NPL",0,0.93
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"NPL",0.93,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"NPL",0,0.93
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"NPL",0.93,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"NPL",0,0.93
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"NPL",0.93,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"NPL",0,0.93
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"NPL",0.93,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"NPL",0,0.93
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"PAK",0.89,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"PAK",0,0.89
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"PAK",0.89,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"PAK",0,0.89
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"PAK",0.89,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"PAK",0,0.89
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"PAK",0.89,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"PAK",0,0.89
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"PAK",0.89,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"PAK",0,0.89
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"PAK",0.89,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"PAK",0,0.89
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"PAK",0.89,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"PAK",0,0.89
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"PNG",0.72,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"PNG",0,0.72
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"PNG",0.72,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"PNG",0,0.72
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"PNG",0.72,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"PNG",0,0.72
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"PNG",0.72,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"PNG",0,0.72
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"PNG",0.72,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"PNG",0,0.72
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"PNG",0.72,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"PNG",0,0.72
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"PNG",0.72,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"PNG",0,0.72
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"PRK",0.97,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"PRK",0,0.97
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"PRK",0.97,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"PRK",0,0.97
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"PRK",0.97,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"PRK",0,0.97
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"PRK",0.97,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"PRK",0,0.97
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"PRK",0.97,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"PRK",0,0.97
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"PRK",0.97,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"PRK",0,0.97
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"PRK",0.97,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"PRK",0,0.97
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"RWA",0.99,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"RWA",0,0.99
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"RWA",0.99,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"RWA",0,0.99
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"RWA",0.99,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"RWA",0,0.99
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"RWA",0.99,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"RWA",0,0.99
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"RWA",0.99,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"RWA",0,0.99
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"RWA",0.99,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"RWA",0,0.99
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"RWA",0.99,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"RWA",0,0.99
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"SDN",0.96,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"SDN",0,0.96
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"SDN",0.96,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"SDN",0,0.96
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"SDN",0.96,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"SDN",0,0.96
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"SDN",0.96,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"SDN",0,0.96
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"SDN",0.96,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"SDN",0,0.96
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"SDN",0.96,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"SDN",0,0.96
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"SDN",0.96,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"SDN",0,0.96
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"SEN",0.97,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"SEN",0,0.97
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"SEN",0.97,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"SEN",0,0.97
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"SEN",0.97,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"SEN",0,0.97
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"SEN",0.97,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"SEN",0,0.97
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"SEN",0.97,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"SEN",0,0.97
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"SEN",0.97,0
"mAb_duration_min","duration_min","mAb",0,0.7,0,0.333333333333333,1,2020,"SEN",0,0.97
"maternal_duration_max","duration_max","maternal",0.7,0,0.5,0,1,2020,"SEN",0.97,0
"mAb_duration_max","duration_max","mAb",0,0.7,0,0.666666666666667,1,2020,"SEN",0,0.97
"maternal_basecase","basecase","maternal",0.7,0,0.416666666666667,0,1,2020,"SLB",0.8,0
"mAb_basecase","basecase","mAb",0,0.7,0,0.5,1,2020,"SLB",0,0.8
"maternal_price_mAb_min","price_mAb_min","maternal",0.7,0,0.416666666666667,0,0.666666666666667,2020,"SLB",0.8,0
"mAb_price_mAb_min","price_mAb_min","mAb",0,0.7,0,0.5,0.666666666666667,2020,"SLB",0,0.8
"maternal_price_mAb_max","price_mAb_max","maternal",0.7,0,0.416666666666667,0,1.83333333333333,2020,"SLB",0.8,0
"mAb_price_mAb_max","price_mAb_max","mAb",0,0.7,0,0.5,1.83333333333333,2020,"SLB",0,0.8
"maternal_efficacy_min","efficacy_min","maternal",0.5,0,0.416666666666667,0,1,2020,"SLB",0.8,0
"mAb_efficacy_min","efficacy_min","mAb",0,0.5,0,0.5,1,2020,"SLB",0,0.8
"maternal_efficacy_max","efficacy_max","maternal",0.9,0,0.416666666666667,0,1,2020,"SLB",0.8,0
"mAb_efficacy_max","efficacy_max","mAb",0,0.9,0,0.5,1,2020,"SLB",0,0.8
"maternal_duration_min","duration_min","maternal",0.7,0,0.25,0,1,2020,"SLB",0.8,0
